track_index,cluster_memval
9,1:0.17358754575252533 8:0.17351633310317993 6:0.17334704101085663 3:0.17326389253139496 5:0.17115245759487152 7:0.06418386101722717 4:0.030842650681734085 0:0.018205733969807625 9:0.016969408839941025 2:0.004931063391268253
9,6:0.17826436460018158 1:0.1762622892856598 8:0.17552602291107178 3:0.17411907017230988 5:0.16805541515350342 7:0.057990752160549164 4:0.02942056581377983 0:0.018084794282913208 9:0.016946369782090187 2:0.005330350715667009
9,6:0.17409440875053406 1:0.17169731855392456 8:0.1708652228116989 3:0.16931451857089996 5:0.16299009323120117 7:0.06377653777599335 4:0.03534542769193649 0:0.022900070995092392 9:0.02159581147134304 2:0.0074205887503921986
9,6:0.17666122317314148 1:0.17275843024253845 8:0.17152589559555054 3:0.1693142056465149 5:0.1609744429588318 7:0.06097099930047989 4:0.034851085394620895 0:0.02313774824142456 9:0.021884735673666 2:0.007921242155134678
9,2:0.38675034046173096 9:0.1800498217344284 0:0.1648130565881729 4:0.09296927601099014 7:0.05214767903089523 5:0.025574322789907455 3:0.024731505662202835 8:0.024519087746739388 1:0.02440258301794529 6:0.024042323231697083
9,4:0.1721462905406952 0:0.1547904759645462 9:0.14881999790668488 7:0.14046010375022888 5:0.071619912981987 3:0.06887375563383102 8:0.0681830495595932 1:0.06780502945184708 6:0.06664437055587769 2:0.04065701365470886
9,7:0.13015367090702057 4:0.11712126433849335 5:0.10869450122117996 3:0.10655564814805984 8:0.10599841177463531 1:0.10569051653146744 6:0.1047358587384224 0:0.09504571557044983 9:0.09139451384544373 2:0.034609898924827576
9,4:0.19044336676597595 0:0.1709260791540146 9:0.16355018317699432 7:0.1417420655488968 5:0.06208566948771477 3:0.059294190257787704 8:0.05858922749757767 1:0.058201972395181656 6:0.05699804052710533 2:0.038169197738170624
9,7:0.15607821941375732 5:0.11688899248838425 4:0.1160600483417511 3:0.11247419565916061 8:0.1113048866391182 1:0.11065066605806351 6:0.10853663086891174 0:0.07686223089694977 9:0.0720030665397644 2:0.0191410593688488
9,4:0.17090168595314026 0:0.15998414158821106 9:0.15531527996063232 7:0.1363844871520996 5:0.0691836029291153 3:0.06644085049629211 8:0.06573600322008133 1:0.0653456300497055 6:0.06410680711269379 2:0.04660152643918991
9,7:0.13699615001678467 5:0.12125018239021301 3:0.11822506040334702 8:0.11739858239889145 1:0.11693022400140762 6:0.11537346243858337 4:0.10517667233943939 0:0.07509110122919083 9:0.07118511945009232 2:0.02237345091998577
9,5:0.1388564258813858 3:0.13782574236392975 8:0.137485072016716 1:0.13727907836437225 6:0.136506125330925 7:0.11201098561286926 4:0.07712031155824661 0:0.054049041122198105 9:0.05127837136387825 2:0.01758883334696293
9,5:0.1363706886768341 3:0.13625197112560272 8:0.13616570830345154 1:0.13610447943210602 6:0.13581344485282898 7:0.10770565271377563 4:0.07801295071840286 0:0.05745808407664299 9:0.05491308495402336 2:0.02120392769575119
9,6:0.1374727040529251 1:0.1373061239719391 8:0.13722899556159973 3:0.1370713859796524 5:0.13630588352680206 7:0.10254012048244476 4:0.07588493824005127 0:0.05757462978363037 9:0.055276572704315186 2:0.023338641971349716
9,7:0.11683586984872818 5:0.11619409173727036 3:0.11527339369058609 8:0.11501532047986984 1:0.11486773937940598 6:0.11436975747346878 4:0.10148094594478607 0:0.08472931385040283 9:0.08227688074111938 2:0.03895668685436249
9,5:0.12709590792655945 3:0.12671738862991333 8:0.12658658623695374 1:0.12650632858276367 6:0.1261967271566391 7:0.11189191043376923 4:0.08880069106817245 0:0.06981553882360458 9:0.06728115677833557 2:0.02910775877535343
9,3:0.13151057064533234 8:0.13148179650306702 5:0.13146455585956573 1:0.13145586848258972 6:0.13129964470863342 7:0.10793685168027878 4:0.08288207650184631 0:0.06405944377183914 9:0.0616176575422287 2:0.026291536167263985
9,6:0.1466466635465622 1:0.14563383162021637 8:0.14528995752334595 3:0.1446545273065567 5:0.14209546148777008 7:0.0913185179233551 4:0.06559044122695923 0:0.04975830391049385 9:0.047808852046728134 2:0.02120344527065754
9,5:0.13029102981090546 3:0.12965352833271027 8:0.12944310903549194 1:0.12931609153747559 6:0.12884142994880676 7:0.1125924214720726 4:0.08622980862855911 0:0.06563311070203781 9:0.06292200833559036 2:0.025077441707253456
9,6:0.13280507922172546 1:0.13267409801483154 8:0.13261322677135468 3:0.13248853385448456 5:0.13187555968761444 7:0.10371531546115875 4:0.08067812025547028 0:0.06369014084339142 9:0.06143473461270332 2:0.028025193139910698
9,1:0.12674503028392792 6:0.1267388015985489 8:0.1267368346452713 3:0.12671342492103577 5:0.12653741240501404 7:0.10738369077444077 4:0.08725719153881073 0:0.07081713527441025 9:0.06853003799915314 2:0.0325404554605484
9,5:0.11149866878986359 3:0.11113099008798599 8:0.1110340803861618 1:0.11098097264766693 6:0.11082422733306885 7:0.10997776687145233 4:0.10112307220697403 0:0.09070579707622528 9:0.0890112817287445 2:0.05371313914656639
9,6:0.1235421746969223 1:0.12320731580257416 8:0.12310773134231567 3:0.1229313388466835 5:0.12226245552301407 7:0.10384878516197205 4:0.08859460055828094 0:0.07589796930551529 9:0.07407768070697784 2:0.04252995178103447
9,7:0.13861654698848724 5:0.1283160299062729 3:0.12461890280246735 8:0.12360851466655731 1:0.12303712964057922 6:0.12115638703107834 4:0.09705377370119095 0:0.0648014023900032 9:0.0609365813434124 2:0.01785474643111229
9,5:0.1389281004667282 3:0.1380317658185959 8:0.13775290548801422 1:0.13759076595306396 6:0.1370500922203064 7:0.11093346029520035 4:0.07679080218076706 0:0.05394190922379494 9:0.0511513277888298 2:0.017828863114118576
9,7:0.1148483082652092 5:0.11373697966337204 3:0.11289440095424652 8:0.11266285181045532 1:0.11253251880407333 6:0.11211448907852173 4:0.10303094238042831 0:0.08859539031982422 9:0.08624286949634552 2:0.0433412566781044
9,6:0.14648765325546265 1:0.14583133161067963 8:0.14561733603477478 3:0.1452222466468811 5:0.1435820311307907 7:0.09490413218736649 4:0.06598842144012451 0:0.048134759068489075 9:0.04594288766384125 2:0.01828921213746071
9,5:0.11781705170869827 3:0.11705218255519867 8:0.11682704836130142 1:0.11669641733169556 6:0.11624564975500107 7:0.11398451030254364 4:0.09879403561353683 0:0.082919642329216 9:0.08051151782274246 2:0.039151936769485474
9,5:0.11854874342679977 3:0.11799183487892151 8:0.11780712753534317 1:0.11769431084394455 6:0.11725746095180511 7:0.11153044551610947 4:0.09628185629844666 0:0.08159556239843369 9:0.07950771600008011 2:0.04178493469953537
9,5:0.1124143972992897 3:0.11222347617149353 8:0.11215082556009293 1:0.11210424453020096 6:0.11190639436244965 7:0.10731397569179535 4:0.09813867509365082 0:0.08877579867839813 9:0.08741395175457001 2:0.05755825713276863
9,7:0.10763823986053467 5:0.10458705574274063 3:0.10407411307096481 4:0.10398947447538376 8:0.10392414778470993 1:0.10383639484643936 6:0.10352225601673126 0:0.09843073785305023 9:0.09755915403366089 2:0.07243842631578445
9,9:0.11220213025808334 0:0.11214256286621094 4:0.11099877953529358 7:0.1062917411327362 2:0.09938310831785202 5:0.09283272176980972 3:0.0919138491153717 8:0.09166388213634491 1:0.09152213484048843 6:0.09104910492897034
9,7:0.10653436183929443 4:0.10564255714416504 0:0.10249228030443192 9:0.10195277631282806 5:0.1008073166012764 3:0.10020934790372849 8:0.1000402644276619 1:0.09994284808635712 6:0.09960673004388809 2:0.08277151733636856
9,4:0.12062761932611465 0:0.11621256172657013 7:0.1160469576716423 9:0.11506523191928864 5:0.09338413923978806 3:0.09186305105686188 8:0.09146199375391006 1:0.0912383422255516 6:0.09052494168281555 2:0.07357516139745712
9,7:0.11383974552154541 4:0.11157573014497757 0:0.10373646020889282 9:0.10224621742963791 5:0.10200400650501251 3:0.1009683683514595 8:0.10069898515939713 1:0.10055044293403625 6:0.1000949814915657 2:0.06428506970405579
9,4:0.10816232115030289 7:0.1080385148525238 0:0.10487233847379684 9:0.10419388860464096 5:0.09948154538869858 3:0.09878253936767578 8:0.09859944880008698 1:0.09849805384874344 6:0.09818316251039505 2:0.08118818700313568
9,7:0.11659998446702957 4:0.11318306624889374 0:0.1035846620798111 5:0.10226066410541534 9:0.10191698372364044 3:0.10097409784793854 8:0.10063229501247406 1:0.10044131428003311 6:0.09983114153146744 2:0.06057579442858696
9,7:0.11898668110370636 5:0.11706651747226715 3:0.11584897339344025 8:0.11551432311534882 1:0.11532510817050934 6:0.11470731347799301 4:0.10152693837881088 0:0.083109550178051 9:0.08051896095275879 2:0.037395644932985306
9,7:0.11637002974748611 5:0.11350523680448532 3:0.11250780522823334 8:0.1122337058186531 1:0.11207858473062515 6:0.11156996339559555 4:0.10328994691371918 0:0.08813992142677307 9:0.08591333776712418 2:0.04439147934317589
9,7:0.13685601949691772 5:0.11774744093418121 3:0.11494440585374832 8:0.11420686542987823 1:0.11379702389240265 6:0.11250630021095276 4:0.10883679240942001 0:0.07970871031284332 9:0.07585034519433975 2:0.025546079501509666
9,1:0.15165157616138458 8:0.1516316533088684 6:0.15162040293216705 3:0.15156595408916473 5:0.150995671749115 7:0.09456709027290344 4:0.058676205575466156 0:0.039352234452962875 9:0.037187814712524414 2:0.012751392088830471
9,6:0.15962164103984833 1:0.15810459852218628 8:0.15760910511016846 3:0.15670108795166016 5:0.15305842459201813 7:0.08106143772602081 4:0.05138012766838074 0:0.03573285788297653 9:0.03393492102622986 2:0.012795804999768734
9,5:0.15372446179389954 3:0.15178588032722473 8:0.15114296972751617 1:0.1507551670074463 6:0.14931513369083405 7:0.10335376858711243 4:0.0587645061314106 0:0.03668562322854996 9:0.03434871882200241 2:0.010123783722519875
9,6:0.17840683460235596 1:0.1762409657239914 8:0.1755302995443344 3:0.17421652376651764 5:0.16877387464046478 7:0.05879636108875275 4:0.029147451743483543 0:0.017579948529601097 9:0.016412906348705292 2:0.004894847050309181
9,6:0.19420126080513 1:0.187064990401268 8:0.18487043678760529 3:0.18098054826259613 5:0.16673503816127777 7:0.0397680290043354 4:0.01958051137626171 0:0.012006103992462158 9:0.011240711435675621 2:0.0035523604601621628
9,7:0.10882354527711868 5:0.10796749591827393 3:0.10746312141418457 8:0.10731251537799835 1:0.10722392052412033 6:0.10690437257289886 4:0.1029377281665802 0:0.09519509971141815 9:0.09390117228031158 2:0.062271032482385635
9,9:0.28844571113586426 0:0.2545910179615021 2:0.18787792325019836 4:0.11437142640352249 7:0.05256537348031998 5:0.021364515647292137 3:0.020506979897618294 8:0.020292015746235847 1:0.020174281671643257 6:0.01981074921786785
9,7:0.14479315280914307 5:0.13291294872760773 3:0.12855499982833862 8:0.1274295151233673 1:0.12681153416633606 6:0.12493593245744705 4:0.09179641306400299 0:0.05652621015906334 9:0.05257013440132141 2:0.013669153675436974
9,6:0.16484743356704712 1:0.16256709396839142 8:0.16186873614788055 3:0.16062065958976746 5:0.15585753321647644 7:0.07575292885303497 4:0.046296488493680954 0:0.031493157148361206 9:0.029824024066329002 2:0.0108719477429986
9,6:0.1643267571926117 1:0.16211239993572235 8:0.16144320368766785 3:0.16025227308273315 5:0.15573173761367798 7:0.07681562751531601 4:0.04681611433625221 0:0.031706422567367554 9:0.030003387480974197 2:0.010792062617838383
9,6:0.15835413336753845 1:0.15584789216518402 8:0.15507987141609192 3:0.1537148654460907 5:0.14863333106040955 7:0.07931790500879288 4:0.054027456790208817 0:0.03995716571807861 9:0.03827286139130592 2:0.016794515773653984
9,6:0.15033447742462158 1:0.14879994094371796 8:0.14833998680114746 3:0.14752544462680817 5:0.14447453618049622 7:0.08912226557731628 4:0.06228191405534744 0:0.0461493656039238 9:0.04417654126882553 2:0.01879553124308586
9,6:0.14544478058815002 1:0.1445983648300171 8:0.14435352385044098 3:0.1439221203327179 5:0.14228126406669617 7:0.09653747081756592 4:0.06763472408056259 0:0.04937845841050148 9:0.04712383449077606 2:0.018725454807281494
9,6:0.14715339243412018 1:0.14620937407016754 8:0.14592981338500977 3:0.1454334259033203 5:0.14352759718894958 7:0.09451403468847275 4:0.0655984953045845 0:0.047774866223335266 9:0.045598648488521576 2:0.018260344862937927
9,5:0.13466930389404297 3:0.13449448347091675 8:0.13444340229034424 1:0.13441793620586395 6:0.13438981771469116 7:0.10945160686969757 4:0.08037514984607697 0:0.05928589031100273 9:0.056592024862766266 2:0.0218803770840168
9,6:0.14107896387577057 1:0.14080455899238586 8:0.14073428511619568 3:0.14061221480369568 5:0.140109583735466 7:0.1031784787774086 4:0.07243822515010834 0:0.052299924194812775 9:0.04981498420238495 2:0.01892877370119095
9,6:0.15715129673480988 1:0.15538392961025238 8:0.15483294427394867 3:0.15384280681610107 5:0.15003415942192078 7:0.08284436911344528 4:0.05459095165133476 0:0.03906608745455742 9:0.03724883496761322 2:0.01500462181866169
9,6:0.16324840486049652 1:0.16113720834255219 8:0.16046619415283203 3:0.15925279259681702 5:0.15454158186912537 7:0.07656150311231613 4:0.047904569655656815 0:0.03325225040316582 9:0.03158675134181976 2:0.012048741802573204
9,6:0.16494151949882507 1:0.1629810631275177 8:0.16234716773033142 3:0.16119171679019928 5:0.1566198468208313 7:0.0752544030547142 4:0.045640356838703156 0:0.03098779357969761 9:0.029349805787205696 2:0.010686349123716354
9,5:0.14487867057323456 3:0.14190931618213654 8:0.14104719460010529 1:0.14054998755455017 6:0.13885529339313507 7:0.11859063059091568 4:0.0723327100276947 0:0.0460507832467556 9:0.0431516133248806 2:0.012633802369236946
9,6:0.1714722365140915 1:0.17096008360385895 8:0.1707085371017456 3:0.17017638683319092 5:0.167371466755867 7:0.0679093524813652 4:0.03464088961482048 0:0.021095536649227142 9:0.019719557836651802 2:0.00594594981521368
9,4:0.11935786157846451 0:0.11615458875894547 9:0.11514634639024734 7:0.11461280286312103 5:0.09377973526716232 3:0.09233339875936508 8:0.09194370359182358 1:0.09172385185956955 6:0.09099909663200378 2:0.07394860684871674
9,0:0.11304450035095215 9:0.11290771514177322 4:0.11212574690580368 7:0.10713985562324524 2:0.09439144283533096 5:0.09313395619392395 3:0.09218969941139221 8:0.09193722158670425 1:0.09179544448852539 6:0.09133442491292953
9,7:0.18893711268901825 4:0.12009701132774353 5:0.11643725633621216 3:0.11007259786128998 8:0.10842881351709366 1:0.10751700401306152 6:0.10461302846670151 0:0.06803638488054276 9:0.0625242069363594 2:0.013336578384041786
9,0:0.11151572316884995 9:0.11145183444023132 4:0.11044858396053314 7:0.10600423812866211 2:0.09653078764677048 5:0.09373500198125839 3:0.0929069072008133 8:0.09268584102392197 1:0.09256179630756378 6:0.09215928614139557
9,3:0.1237562894821167 5:0.12375254929065704 8:0.12373264133930206 1:0.12371350824832916 6:0.12360815703868866 7:0.10903884470462799 4:0.09057501703500748 0:0.07454226166009903 9:0.07228712737560272 2:0.034993600100278854
9,6:0.12534838914871216 1:0.1252465397119522 8:0.12520171701908112 3:0.12511146068572998 5:0.12468403577804565 7:0.10585576295852661 4:0.08800586313009262 0:0.07317531108856201 9:0.0710974782705307 2:0.03627343475818634
9,6:0.1300550401210785 1:0.12964178621768951 8:0.1294935941696167 3:0.12921464443206787 5:0.1280529946088791 7:0.10053744167089462 4:0.0821208506822586 0:0.06837266683578491 9:0.06652238965034485 2:0.03598859906196594
9,5:0.11802899837493896 3:0.11788639426231384 8:0.11782192438840866 1:0.11777894198894501 6:0.11758586764335632 7:0.10877542942762375 4:0.09516264498233795 0:0.0822051614522934 9:0.08030848950147629 2:0.04444614425301552
9,5:0.11439453810453415 3:0.11411482095718384 8:0.11401548236608505 1:0.11395327746868134 6:0.11370009928941727 7:0.10886052995920181 4:0.09806982427835464 0:0.08694663643836975 9:0.08526722341775894 2:0.05067756026983261
9,9:0.11146353930234909 0:0.11126135289669037 4:0.1084592267870903 2:0.1052033081650734 7:0.10326191037893295 5:0.09279479831457138 3:0.09214314073324203 8:0.09197082370519638 1:0.09187465906143188 6:0.09156724810600281
9,6:0.11527777463197708 1:0.1151452362537384 8:0.11510453373193741 3:0.11503107100725174 5:0.11473717540502548 7:0.10449638962745667 4:0.09486724436283112 0:0.08572497218847275 9:0.08427944779396057 2:0.055336154997348785
9,5:0.10866304486989975 3:0.1085035502910614 8:0.1084590032696724 1:0.10843418538570404 6:0.10835923254489899 7:0.10644905269145966 4:0.10076258331537247 0:0.09379610419273376 9:0.09256653487682343 2:0.06400671601295471
9,7:0.10757794231176376 4:0.10597942769527435 5:0.102784164249897 3:0.10226000845432281 8:0.10211920738220215 1:0.10204046964645386 6:0.10179001092910767 0:0.10158799588680267 9:0.10064518451690674 2:0.07321558892726898
9,7:0.10870198905467987 4:0.10588867217302322 5:0.1042705848813057 3:0.10370256751775742 8:0.10354836285114288 1:0.10346170514822006 6:0.10318252444267273 0:0.10012800246477127 9:0.09897638112306595 2:0.0681392177939415
9,7:0.11988694965839386 5:0.1106356680393219 3:0.10920825600624084 8:0.10881627351045609 1:0.10859399288892746 4:0.10832270979881287 6:0.10785715281963348 0:0.09256315976381302 9:0.09011499583721161 2:0.04400082677602768
9,6:0.14312180876731873 1:0.14244398474693298 8:0.1421990692615509 3:0.14173609018325806 5:0.1397864669561386 7:0.0942896381020546 4:0.06906364858150482 0:0.053027890622615814 9:0.05103973299264908 2:0.02329166606068611
9,8:0.12318568676710129 1:0.12318246811628342 3:0.12317439913749695 6:0.12309657782316208 5:0.12299435585737228 7:0.10643576830625534 4:0.0896066427230835 0:0.07546248286962509 9:0.07350270450115204 2:0.03935891389846802
9,3:0.12188771367073059 8:0.12187553942203522 1:0.12185974419116974 5:0.12180397659540176 6:0.12173778563737869 7:0.10708178579807281 4:0.09095200896263123 0:0.07705720514059067 9:0.07511405646800995 2:0.04063018783926964
9,4:0.10611684620380402 7:0.10560216754674911 0:0.1044686883687973 9:0.10409444570541382 5:0.09923502802848816 3:0.09868165850639343 8:0.09852807223796844 1:0.09844023734331131 6:0.09814122319221497 2:0.08669162541627884
9,7:0.14634858071804047 5:0.14483770728111267 3:0.1380758136510849 8:0.13626930117607117 1:0.13525713980197906 6:0.13198666274547577 4:0.0762874037027359 0:0.042523566633462906 9:0.03917611762881279 2:0.009237702935934067
9,6:0.1581338793039322 1:0.15744324028491974 8:0.1571895331144333 3:0.15670089423656464 5:0.1545102596282959 7:0.08526406437158585 4:0.051950570195913315 0:0.034787967801094055 9:0.03285012021660805 2:0.011169463396072388
9,6:0.18895640969276428 1:0.18387934565544128 8:0.18232642114162445 3:0.1795579493045807 5:0.16910256445407867 7:0.04525341838598251 4:0.021852165460586548 0:0.013130664825439453 9:0.012254704721271992 2:0.003686347510665655
9,6:0.1787397861480713 1:0.17445629835128784 8:0.17309799790382385 3:0.17065829038619995 5:0.16145086288452148 7:0.05788955092430115 4:0.033155325800180435 0:0.022090725600719452 9:0.020888756960630417 2:0.007572402246296406
9,6:0.16414609551429749 1:0.16238711774349213 8:0.16179874539375305 3:0.16071315109729767 5:0.1563219279050827 7:0.07591129839420319 4:0.04636983945965767 0:0.03158414363861084 9:0.02991613559424877 2:0.010851530358195305
9,6:0.15631206333637238 1:0.15509045124053955 8:0.15467120707035065 3:0.15389056503772736 5:0.1506761610507965 7:0.08413910865783691 4:0.05496108531951904 0:0.038937926292419434 9:0.03705625981092453 2:0.014265162870287895
9,6:0.1454976350069046 1:0.1450081318616867 8:0.14482331275939941 3:0.1444665789604187 5:0.14288388192653656 7:0.09512095898389816 4:0.066860631108284 0:0.049261510372161865 9:0.04708811268210411 2:0.018989264965057373
9,6:0.14493931829929352 1:0.14416083693504333 8:0.14389106631278992 3:0.14338715374469757 5:0.14129969477653503 7:0.09339495748281479 4:0.06748416274785995 0:0.05110654607415199 9:0.04904911294579506 2:0.021287159994244576
9,6:0.1467677801847458 1:0.14582009613513947 8:0.14549626410007477 3:0.1448952704668045 5:0.1424441635608673 7:0.09135447442531586 4:0.06549686193466187 0:0.04950225353240967 9:0.04750850796699524 2:0.02071431092917919
9,6:0.15223340690135956 1:0.15089194476604462 8:0.15044602751731873 3:0.1496274769306183 5:0.14636509120464325 7:0.08649914711713791 4:0.05975554138422012 0:0.04416189342737198 9:0.04226408526301384 2:0.017755383625626564
9,7:0.14084719121456146 5:0.12208964675664902 3:0.11870397627353668 8:0.11779524385929108 1:0.1172851175069809 6:0.11563131958246231 4:0.10561947524547577 0:0.07307111471891403 9:0.06886293739080429 2:0.020093966275453568
9,9:0.27938616275787354 0:0.26930931210517883 4:0.16369588673114777 7:0.07857847213745117 2:0.06581055372953415 5:0.030084628611803055 3:0.028763869777321815 8:0.02843247540295124 1:0.028250809758901596 6:0.027687814086675644
9,0:0.3688240945339203 4:0.2829722464084625 9:0.2726249694824219 7:0.0373348593711853 5:0.006986998952925205 3:0.0065458109602332115 8:0.006437614560127258 1:0.006378750316798687 6:0.006198653019964695 2:0.005696005653589964
9,5:0.18505427241325378 3:0.16713251173496246 8:0.1627097725868225 1:0.16031098365783691 6:0.15308783948421478 7:0.10978634655475616 4:0.03171572461724281 0:0.014458228833973408 9:0.013082155026495457 2:0.002662177663296461
9,6:0.19541895389556885 1:0.18845407664775848 8:0.1863345056772232 3:0.1825793832540512 5:0.168741375207901 7:0.03773024305701256 4:0.017617614939808846 0:0.010456535033881664 9:0.009751792997121811 2:0.0029155320953577757
9,6:0.18756437301635742 1:0.1803078055381775 8:0.17810611426830292 3:0.1742410510778427 5:0.16049040853977203 7:0.0486978217959404 4:0.027720874175429344 0:0.018613511696457863 9:0.01762956939637661 2:0.0066284784115850925
9,6:0.20230112969875336 1:0.19195005297660828 8:0.1888732761144638 3:0.18351271748542786 5:0.16471853852272034 7:0.03233405947685242 4:0.015457925386726856 0:0.009365290403366089 9:0.008756449446082115 2:0.0027305586263537407
9,6:0.188808873295784 1:0.18381795287132263 8:0.1822732836008072 3:0.1795090138912201 5:0.1690128892660141 7:0.045297883450984955 4:0.021953003481030464 0:0.013231069780886173 9:0.012354852631688118 2:0.0037411851808428764
9,6:0.1901569664478302 1:0.18293504416942596 8:0.18076150119304657 3:0.1769481897354126 5:0.16331404447555542 7:0.045826829969882965 4:0.02446957305073738 0:0.015720387920737267 9:0.014800354838371277 2:0.005067118443548679
9,6:0.16928553581237793 1:0.16736570000648499 8:0.166720911860466 3:0.1655268371105194 5:0.160643070936203 7:0.07030826061964035 4:0.04034694284200668 0:0.02643165923655033 9:0.02491464465856552 2:0.008456448093056679
9,6:0.17309632897377014 1:0.17002207040786743 8:0.16905520856380463 3:0.16731470823287964 5:0.16062955558300018 7:0.06540105491876602 4:0.03770485892891884 0:0.024948416277766228 9:0.02355409413576126 2:0.008273701183497906
9,6:0.14377069473266602 1:0.14318813383579254 8:0.14298884570598602 3:0.1426166445016861 5:0.1410554051399231 7:0.09637942910194397 4:0.06898356229066849 0:0.051464010030031204 9:0.049264632165431976 2:0.020288636907935143
9,6:0.15492643415927887 1:0.1544961929321289 8:0.1543419510126114 3:0.15404163300991058 5:0.1526215821504593 7:0.08981295675039291 4:0.05543266609311104 0:0.037189606577157974 9:0.03512388467788696 2:0.012013084255158901
9,1:0.1279967725276947 8:0.12799374759197235 3:0.1279802769422531 6:0.12797918915748596 5:0.12784191966056824 7:0.10764220356941223 4:0.08629725128412247 0:0.0690920278429985 9:0.0667092576622963 2:0.030467355623841286
9,7:0.11894448101520538 5:0.11794023960828781 3:0.11673794686794281 8:0.11640283465385437 1:0.11621217429637909 6:0.1155780628323555 4:0.10137434303760529 0:0.08258575946092606 9:0.07977864146232605 2:0.03444550931453705
9,7:0.1861211061477661 4:0.13232110440731049 5:0.10878850519657135 3:0.10335218906402588 8:0.10195973515510559 1:0.10119021683931351 6:0.09876169264316559 0:0.07894707471132278 9:0.07286126911640167 2:0.015697086229920387
9,7:0.17936931550502777 4:0.17056730389595032 0:0.11567901819944382 9:0.10788269340991974 5:0.08532437682151794 3:0.08111245930194855 8:0.08003535866737366 1:0.07943954318761826 6:0.07754968851804733 2:0.02304024249315262
9,5:0.1351718306541443 3:0.13263851404190063 8:0.13191284239292145 1:0.1314946860074997 6:0.13006336987018585 7:0.12505854666233063 4:0.08492407947778702 0:0.05740140378475189 9:0.054206881672143936 2:0.017127834260463715
9,6:0.1544986069202423 1:0.15310342609882355 8:0.1526368260383606 3:0.15177799761295319 5:0.14834392070770264 7:0.0851142480969429 4:0.057109732180833817 0:0.041397955268621445 9:0.039573561400175095 2:0.01644372195005417
9,6:0.15990296006202698 1:0.15784896910190582 8:0.15717701613903046 3:0.15595296025276184 5:0.1511804759502411 7:0.07861476391553879 4:0.05162666365504265 0:0.037211824208498 9:0.03556084260344505 2:0.014923530630767345
9,6:0.16011273860931396 1:0.15915212035179138 8:0.15880288183689117 3:0.15813587605953217 5:0.15523898601531982 7:0.08206989616155624 4:0.0498199537396431 0:0.03354393318295479 9:0.031757619231939316 2:0.011366003192961216
9,3:0.15441817045211792 8:0.15441371500492096 1:0.15438582003116608 6:0.15413619577884674 5:0.153991237282753 7:0.09249745309352875 4:0.05504004284739494 0:0.035966936498880386 9:0.033905599266290665 2:0.011244828812777996
9,6:0.18060550093650818 1:0.1762293428182602 8:0.17485032975673676 3:0.17237557470798492 5:0.16303090751171112 7:0.05597645044326782 4:0.030977915972471237 0:0.020193830132484436 9:0.019053315743803978 2:0.006706814747303724
9,6:0.17813047766685486 1:0.17467829585075378 8:0.17356732487678528 3:0.17155128717422485 5:0.16371507942676544 7:0.05885588750243187 4:0.0322909951210022 0:0.020843099802732468 9:0.01963607780635357 2:0.006731480360031128
9,6:0.17317979037761688 1:0.1696082353591919 8:0.16847267746925354 3:0.16642899811267853 5:0.15867005288600922 7:0.0642014816403389 4:0.03851252421736717 0:0.026360025629401207 9:0.02501380816102028 2:0.00955240149050951
9,5:0.15474830567836761 3:0.1544564813375473 8:0.15430139005184174 1:0.15420354902744293 6:0.15386217832565308 7:0.09517566859722137 4:0.055140506476163864 0:0.035064686089754105 9:0.03288664668798447 2:0.010160586796700954
9,6:0.16521219909191132 1:0.1632213145494461 8:0.1625816971063614 3:0.16141732037067413 5:0.15681329369544983 7:0.07496181130409241 4:0.04538518562912941 0:0.03074445202946663 9:0.029106581583619118 2:0.01055615022778511
9,6:0.1695733368396759 1:0.166817307472229 8:0.16594460606575012 3:0.16437001526355743 5:0.15830054879188538 7:0.06928801536560059 4:0.04141556844115257 0:0.02802332676947117 9:0.026535969227552414 2:0.009731298312544823
9,0:0.13345055282115936 9:0.1332153081893921 4:0.1290777325630188 7:0.11343114823102951 2:0.09075555205345154 5:0.08177898824214935 3:0.08016552031040192 8:0.0797550156712532 1:0.07952986657619476 6:0.07884031534194946
9,5:0.10531636327505112 3:0.10519556701183319 8:0.10516716539859772 1:0.10515257716178894 6:0.10511859506368637 7:0.10506357997655869 4:0.10136924684047699 0:0.09652887284755707 9:0.0957506000995636 2:0.07533743232488632
9,7:0.10802090913057327 5:0.10657944530248642 3:0.1062750294804573 8:0.10620066523551941 1:0.10616131126880646 6:0.10605674982070923 4:0.10305896401405334 0:0.09607098996639252 9:0.09492436796426773 2:0.06665156781673431
9,6:0.19342021644115448 1:0.18772998452186584 8:0.18589644134044647 3:0.18257568776607513 5:0.16980186104774475 7:0.03852829337120056 4:0.01809721812605858 0:0.010804823599755764 9:0.010086755268275738 2:0.0030587126966565847
9,6:0.17135034501552582 1:0.1691257208585739 8:0.16837042570114136 3:0.16697238385677338 5:0.16131889820098877 7:0.06748801469802856 4:0.03830919787287712 0:0.025116993114352226 9:0.023709895089268684 2:0.008238133043050766
9,6:0.1699010133743286 1:0.16742749512195587 8:0.1666080802679062 3:0.16510751843452454 5:0.15918397903442383 7:0.06893215328454971 4:0.04051629453897476 0:0.027196811512112617 9:0.025751691311597824 2:0.00937496218830347
9,6:0.17030087113380432 1:0.16734953224658966 8:0.16640719771385193 3:0.16470642387866974 5:0.15818971395492554 7:0.0683022141456604 4:0.040818456560373306 0:0.02775031328201294 9:0.026316996663808823 2:0.009858286939561367
