track_index,20cluster_memval
7,6:0.1452159434556961 3:0.14497320353984833 7:0.14471973478794098 2:0.14396759867668152 4:0.14277544617652893 1:0.1069989874958992 0:0.09755787998437881 5:0.07379120588302612 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14408989250659943 3:0.14389760792255402 7:0.14330394566059113 2:0.14298030734062195 4:0.14057666063308716 1:0.10879908502101898 0:0.09951624274253845 5:0.0768362507224083 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1306258738040924 7:0.12992870807647705 2:0.12983615696430206 3:0.12976038455963135 6:0.12973538041114807 1:0.12293403595685959 0:0.11990144848823547 5:0.1072780042886734 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1544255167245865 3:0.15400050580501556 7:0.15398374199867249 2:0.15233299136161804 4:0.15191318094730377 1:0.0950242280960083 0:0.0829390212893486 5:0.05538081005215645 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.13568787276744843 3:0.13560980558395386 2:0.1351289600133896 7:0.1349279284477234 4:0.1324516385793686 1:0.11778964102268219 0:0.11177957057952881 5:0.09662459790706635 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.14356063306331635 7:0.1392257809638977 6:0.1378415822982788 3:0.13774049282073975 2:0.13769225776195526 1:0.11586258560419083 0:0.10873936116695404 5:0.07933729887008667 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14262491464614868 3:0.14246924221515656 7:0.14199967682361603 2:0.1416890025138855 4:0.1398557424545288 1:0.10972105711698532 0:0.10117609798908234 5:0.08046425133943558 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,0:0.42890867590904236 1:0.25551754236221313 5:0.09627800434827805 4:0.04477863386273384 2:0.04458358511328697 7:0.04344078153371811 3:0.043382856994867325 6:0.04310991242527962 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1751408874988556 7:0.1651860922574997 6:0.16180795431137085 3:0.16110660135746002 2:0.15941530466079712 1:0.07940629124641418 0:0.06499951332807541 5:0.03293736279010773 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.13710086047649384 3:0.1369820088148117 7:0.13656266033649445 2:0.13642096519470215 4:0.13468822836875916 1:0.1158958449959755 0:0.10956493765115738 5:0.09278447180986404 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.15206308662891388 7:0.1401866376399994 2:0.13804417848587036 3:0.13665500283241272 6:0.13659989833831787 1:0.1352001428604126 0:0.11524976789951324 5:0.046001289039850235 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1368291974067688 3:0.13676263391971588 2:0.1362747997045517 7:0.13601763546466827 4:0.13343459367752075 1:0.11647289991378784 0:0.10993139445781708 5:0.09427684545516968 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.13379210233688354 7:0.13156895339488983 2:0.13097673654556274 6:0.13087917864322662 3:0.13087183237075806 1:0.1223122701048851 0:0.11885435879230499 5:0.10074456036090851 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.13159221410751343 7:0.1303684562444687 6:0.12996459007263184 3:0.1299213320016861 2:0.12985314428806305 1:0.12149252742528915 0:0.11904116719961166 5:0.10776659101247787 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1551719307899475 3:0.15492193400859833 7:0.15396012365818024 2:0.15352153778076172 4:0.14996707439422607 1:0.09555215388536453 0:0.08244015276432037 5:0.05446511507034302 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1358349621295929 3:0.1357717663049698 2:0.13536056876182556 7:0.13531751930713654 4:0.13364826142787933 1:0.11662391573190689 0:0.11083057522773743 5:0.09661244601011276 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1744764745235443 7:0.17074468731880188 6:0.16955335438251495 3:0.16953861713409424 2:0.16918694972991943 1:0.07186224311590195 0:0.053051311522722244 5:0.021586360409855843 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14097175002098083 3:0.14080168306827545 7:0.140420064330101 2:0.14004479348659515 4:0.13842660188674927 1:0.11186014115810394 0:0.10395001620054245 5:0.0835249274969101 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.13646578788757324 7:0.13445372879505157 2:0.13405053317546844 3:0.133884996175766 6:0.13385549187660217 1:0.12106353789567947 0:0.11525363475084305 5:0.09097228944301605 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.13984252512454987 7:0.13539651036262512 2:0.13405638933181763 6:0.13399384915828705 3:0.13393186032772064 1:0.12064126878976822 0:0.11528259515762329 5:0.08685500919818878 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.13284087181091309 7:0.1322575807571411 6:0.13208657503128052 3:0.13208241760730743 2:0.13204284012317657 1:0.12049815058708191 0:0.11640157550573349 5:0.10178999602794647 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.18996860086917877 7:0.16319456696510315 2:0.15980209410190582 3:0.1560441106557846 6:0.1556869000196457 1:0.09807533770799637 0:0.062242381274700165 5:0.014986004680395126 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1333174854516983 3:0.1332593560218811 2:0.13288991153240204 7:0.13273389637470245 4:0.1308354288339615 1:0.11927502602338791 0:0.11458921432495117 5:0.10309968143701553 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.15136896073818207 7:0.1404658406972885 2:0.13978245854377747 3:0.13773761689662933 6:0.1373811960220337 1:0.13489212095737457 0:0.1129184439778328 5:0.04545337334275246 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,3:0.14205624163150787 6:0.14203062653541565 2:0.1415361613035202 7:0.13987964391708374 4:0.1334788203239441 1:0.11740263551473618 0:0.10579296201467514 5:0.07782292366027832 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.18534459173679352 7:0.16604962944984436 2:0.16435745358467102 3:0.16123956441879272 6:0.16068902611732483 1:0.08641322702169418 0:0.05857241153717041 5:0.017334094271063805 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1327742487192154 3:0.13272333145141602 2:0.132417693734169 7:0.1324079930782318 4:0.13120709359645844 1:0.11910243332386017 0:0.11489737778902054 5:0.10446983575820923 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1590138077735901 7:0.15215285122394562 6:0.14986476302146912 3:0.14950169622898102 2:0.148774653673172 1:0.09972629696130753 0:0.08785971999168396 5:0.053106214851140976 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,1:0.17097605764865875 4:0.14731313288211823 2:0.13784779608249664 7:0.1370089203119278 3:0.13440009951591492 6:0.13385304808616638 0:0.11369439214468002 5:0.024906544014811516 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,2:0.18337373435497284 3:0.176133394241333 6:0.17432114481925964 7:0.17111651599407196 4:0.16042953729629517 1:0.08609487861394882 0:0.04086175933480263 5:0.00766903068870306 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,3:0.13320434093475342 6:0.13319067656993866 2:0.13313347101211548 7:0.1330687701702118 4:0.1327710896730423 1:0.11998558044433594 0:0.11501272767782211 5:0.09963332116603851 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.19301019608974457 7:0.18226741254329681 6:0.1781250685453415 3:0.17653656005859375 2:0.17173896729946136 1:0.047755513340234756 0:0.03540773689746857 5:0.015158536843955517 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1422746628522873 1:0.13701267540454865 7:0.13314810395240784 2:0.13150790333747864 3:0.1304621398448944 6:0.13040323555469513 0:0.12741413712501526 5:0.0677771344780922 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.137464240193367 3:0.13743124902248383 2:0.13694216310977936 7:0.13611389696598053 4:0.1319473385810852 1:0.11839316785335541 0:0.11052242666482925 5:0.09118551015853882 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1354217827320099 3:0.13538303971290588 2:0.13496285676956177 7:0.13445799052715302 4:0.13145260512828827 1:0.11848944425582886 0:0.11226924508810043 5:0.09756303578615189 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.15949857234954834 7:0.14987394213676453 2:0.14728717505931854 6:0.14695711433887482 3:0.14688704907894135 1:0.10789799690246582 0:0.09307489544153214 5:0.048523250967264175 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1401825249195099 3:0.1401388943195343 2:0.13957129418849945 7:0.13886132836341858 4:0.13480354845523834 1:0.11489758640527725 0:0.1061035618185997 5:0.08544125407934189 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1475447714328766 7:0.14110061526298523 2:0.1394686996936798 6:0.13913115859031677 3:0.13910868763923645 1:0.11774550378322601 0:0.10787034034729004 5:0.0680302157998085 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14254553616046906 3:0.1423511952161789 7:0.141913041472435 2:0.1415017694234848 4:0.13961392641067505 1:0.11071619391441345 0:0.10199462622404099 5:0.07936371862888336 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.13532476127147675 7:0.13189157843589783 2:0.1313558965921402 3:0.13093151152133942 6:0.13086828589439392 1:0.1258133500814438 0:0.12103533744812012 5:0.09277930855751038 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,1:0.13485895097255707 4:0.13390642404556274 0:0.1297462433576584 7:0.12896861135959625 2:0.12860320508480072 3:0.1276974231004715 6:0.12753532826900482 5:0.08868379890918732 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.13643360137939453 3:0.1363724023103714 2:0.13590826094150543 7:0.13564765453338623 4:0.1331530511379242 1:0.11677475273609161 0:0.11042649298906326 5:0.09528378397226334 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,3:0.13908328115940094 6:0.13906334340572357 2:0.1389835923910141 7:0.13897116482257843 4:0.13880181312561035 1:0.11577938497066498 0:0.10729581117630005 5:0.08202160149812698 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.13905353844165802 3:0.13898314535617828 2:0.1384817361831665 7:0.13841234147548676 4:0.13637502491474152 1:0.11388970166444778 0:0.10646940767765045 5:0.08833511918783188 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,0:0.325594961643219 1:0.22809454798698425 5:0.1523890495300293 2:0.059779953211545944 4:0.05898604542016983 3:0.05853627994656563 7:0.05837083235383034 6:0.05824834108352661 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14611397683620453 3:0.14587873220443726 7:0.1454223394393921 2:0.14483070373535156 4:0.14291086792945862 1:0.10617583245038986 0:0.09630893915891647 5:0.07235860824584961 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1414152830839157 3:0.1413094848394394 2:0.1406044065952301 7:0.1403549760580063 4:0.13696469366550446 1:0.11245466023683548 0:0.10376416891813278 5:0.0831323191523552 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.15027070045471191 3:0.15017354488372803 2:0.1491607129573822 7:0.14779065549373627 4:0.1402028501033783 1:0.10826823115348816 0:0.09359923005104065 5:0.06053406372666359 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1382308155298233 7:0.1374850869178772 6:0.13724620640277863 3:0.1371993124485016 2:0.13699601590633392 1:0.11565034091472626 0:0.10903748124837875 5:0.08815474063158035 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.16954460740089417 7:0.16437943279743195 6:0.1623457968235016 3:0.16157950460910797 2:0.15937183797359467 1:0.0801326259970665 0:0.06644387543201447 5:0.036202315241098404 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1649411916732788 7:0.15389494597911835 6:0.15039001405239105 3:0.15005283057689667 2:0.14981681108474731 1:0.10101819783449173 0:0.08620769530534744 5:0.04367831349372864 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1410551220178604 3:0.1408742368221283 7:0.1405223160982132 2:0.1401047259569168 4:0.13854561746120453 1:0.11217541992664337 0:0.10411792248487473 5:0.08260463178157806 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1894724816083908 7:0.16379718482494354 2:0.1594727635383606 3:0.15687933564186096 6:0.15668794512748718 1:0.09130595624446869 0:0.0636431872844696 5:0.018741151317954063 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14456400275230408 3:0.1443886011838913 7:0.14349448680877686 2:0.14346078038215637 4:0.1399342268705368 1:0.10922835767269135 0:0.0993596538901329 5:0.07556989789009094 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14075274765491486 3:0.1406342089176178 2:0.13993272185325623 7:0.1398169845342636 4:0.13676732778549194 1:0.11286292970180511 0:0.10460785031318665 5:0.08462522178888321 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1443675458431244 3:0.14421403408050537 7:0.14367902278900146 2:0.14339376986026764 4:0.1413683295249939 1:0.10794143378734589 0:0.09861201047897339 5:0.07642386108636856 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,0:0.33323290944099426 1:0.24855028092861176 5:0.11532308161258698 4:0.06171277537941933 2:0.061631858348846436 3:0.05998842790722847 7:0.059973035007715225 6:0.059587638825178146 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.17402346432209015 3:0.17392869293689728 2:0.17200465500354767 7:0.17012478411197662 4:0.15868255496025085 1:0.07249841839075089 0:0.05413087084889412 5:0.02460656315088272 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.19367113709449768 7:0.16906610131263733 2:0.16235093772411346 6:0.161972776055336 3:0.16166143119335175 1:0.07642350345849991 0:0.05568396672606468 5:0.019170155748724937 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,1:0.2797778844833374 0:0.2746429741382599 4:0.08177469670772552 2:0.07868705689907074 7:0.07704886049032211 3:0.07630816102027893 6:0.07579495012760162 5:0.05596543103456497 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1485351175069809 3:0.14843057096004486 2:0.14763133227825165 7:0.14640748500823975 4:0.1396312266588211 1:0.11369431018829346 0:0.09764180332422256 5:0.05802813544869423 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,2:0.16768968105316162 4:0.1583545207977295 3:0.1542816013097763 1:0.15359807014465332 7:0.1522514373064041 6:0.15104302763938904 0:0.05514898896217346 5:0.007632664870470762 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,0:0.2475404143333435 1:0.20683826506137848 5:0.20280811190605164 2:0.07093498855829239 3:0.06964391469955444 6:0.06921854615211487 7:0.06802879273891449 4:0.06498698145151138 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1558263748884201 3:0.15551996231079102 2:0.15392529964447021 7:0.153861865401268 4:0.1473783552646637 1:0.09828557074069977 0:0.08357439935207367 5:0.051628176122903824 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,7:0.1736111342906952 6:0.1730511486530304 4:0.17274944484233856 3:0.1721981316804886 2:0.16976720094680786 1:0.06943493336439133 0:0.050228387117385864 5:0.01895960420370102 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.14693088829517365 7:0.14328071475028992 6:0.14213214814662933 3:0.14206182956695557 2:0.1419815868139267 1:0.11169489473104477 0:0.1019989624619484 5:0.06991897523403168 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.1820027232170105 7:0.15846997499465942 2:0.15579667687416077 3:0.1521744281053543 6:0.15179574489593506 1:0.1105436384677887 0:0.0718238577246666 5:0.0173929613083601 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,0:0.5688124299049377 1:0.36883124709129333 5:0.010939004831016064 2:0.010662737302482128 3:0.010253037326037884 4:0.010214386507868767 6:0.010148794390261173 7:0.010138335637748241 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,1:0.2939218580722809 0:0.16338986158370972 4:0.11160004884004593 2:0.10531167685985565 7:0.10254096239805222 3:0.10095535218715668 6:0.100069560110569 5:0.022210676223039627 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.1409943401813507 7:0.14081022143363953 3:0.14079169929027557 2:0.14003311097621918 4:0.13987675309181213 1:0.11139079928398132 0:0.10371576994657516 5:0.08238731324672699 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.17001090943813324 7:0.16143904626369476 6:0.15857553482055664 3:0.15804435312747955 2:0.15676532685756683 1:0.08537048101425171 0:0.0714016705751419 5:0.03839268907904625 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14608165621757507 3:0.14586913585662842 7:0.14496056735515594 2:0.14486448466777802 4:0.14110210537910461 1:0.10926943272352219 0:0.09812219440937042 5:0.06973045319318771 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.14130136370658875 7:0.14081500470638275 6:0.14068111777305603 3:0.14066579937934875 2:0.1404963582754135 1:0.11352100223302841 0:0.1045633852481842 5:0.07795597612857819 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,6:0.14636757969856262 3:0.14610467851161957 7:0.14599810540676117 2:0.14503991603851318 4:0.14442987740039825 1:0.10509001463651657 0:0.09544456750154495 5:0.07152526825666428 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,3:0.1341046243906021 6:0.13409635424613953 2:0.13389785587787628 7:0.13270744681358337 1:0.12888984382152557 4:0.12831749022006989 0:0.11988633871078491 5:0.08810003101825714 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
7,4:0.13986532390117645 7:0.13722281157970428 6:0.13637219369411469 3:0.13629798591136932 2:0.136189803481102 1:0.11659331619739532 0:0.11051866412162781 5:0.08693990111351013 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
