track_index,20cluster_memval
12,11:0.07975074648857117 5:0.07966898381710052 4:0.07957826554775238 0:0.07809700071811676 10:0.07781554013490677 2:0.07708719372749329 8:0.07672198861837387 9:0.0766730010509491 6:0.07589025050401688 3:0.07519115507602692 12:0.07515054941177368 7:0.07505714893341064 1:0.07331817597150803 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.0833061933517456 5:0.08311580121517181 4:0.0829041600227356 0:0.07944425940513611 10:0.0787932351231575 2:0.07712815701961517 8:0.07630445063114166 9:0.07619468122720718 6:0.07449138909578323 3:0.07305118441581726 12:0.0729697123169899 7:0.07278329133987427 1:0.0695134848356247 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07941807806491852 5:0.07935559004545212 4:0.0792851373553276 0:0.07801521569490433 10:0.07775671780109406 2:0.0770774781703949 8:0.07673438638448715 9:0.07668837904930115 6:0.07596618682146072 3:0.07534805685281754 12:0.07531288266181946 7:0.07523229718208313 1:0.07380957901477814 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07956567406654358 5:0.0795016884803772 4:0.07942935079336166 0:0.07810252904891968 10:0.0778290331363678 2:0.0771063044667244 8:0.07673944532871246 9:0.076690174639225 6:0.07591263204813004 3:0.07524199783802032 12:0.07520373910665512 7:0.07511606067419052 1:0.07356136292219162 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08093083649873734 5:0.08087345212697983 4:0.0808054506778717 0:0.07914438098669052 10:0.0787307471036911 2:0.07756172865629196 8:0.07693266123533249 9:0.07684648782014847 6:0.07543767988681793 3:0.07414915412664413 12:0.0740734338760376 7:0.07389892637729645 1:0.07061506062746048 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08920679241418839 5:0.08880865573883057 4:0.08836782723665237 0:0.08141196519136429 10:0.08015403896570206 2:0.0770079717040062 8:0.07548769563436508 9:0.07528673857450485 6:0.07221335917711258 3:0.06967359781265259 12:0.06953133642673492 7:0.0692063644528389 1:0.06364366412162781 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08027075231075287 5:0.0801655575633049 4:0.0800492912530899 0:0.07821891456842422 10:0.07788451015949249 2:0.07703446596860886 8:0.07661458849906921 9:0.07655856013298035 6:0.07567968219518661 3:0.07491737604141235 12:0.07487368583679199 7:0.07477348297834396 1:0.07295913994312286 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07895119488239288 5:0.07888949662446976 4:0.07882142812013626 0:0.07775071263313293 10:0.07755240797996521 2:0.07704120874404907 8:0.07678445428609848 9:0.07674995064735413 6:0.07619616389274597 3:0.07569438219070435 12:0.07566499710083008 7:0.07559730857610703 1:0.07430629432201385 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07909723371267319 5:0.07904975861310959 4:0.07899568229913712 0:0.07794789224863052 10:0.07772134989500046 2:0.07711289823055267 8:0.07679998129606247 9:0.07675781100988388 6:0.07609016448259354 3:0.0755118578672409 12:0.07547871768474579 7:0.0754026472568512 1:0.07403399795293808 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.0794973224401474 5:0.07943026721477509 4:0.0793549194931984 0:0.07802586257457733 10:0.07775946706533432 2:0.07706310600042343 8:0.07671302556991577 9:0.07666617631912231 6:0.07593348622322083 3:0.07531057298183441 12:0.07527527213096619 7:0.07519443333148956 1:0.07377611100673676 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07906212657690048 5:0.07899634540081024 4:0.07892352342605591 0:0.07776535302400589 10:0.07755237072706223 2:0.07700882107019424 8:0.07673889398574829 9:0.0767027735710144 6:0.0761331170797348 3:0.07563400268554688 12:0.07560527324676514 7:0.07553934305906296 1:0.07433804869651794 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08696868270635605 5:0.08676499128341675 4:0.08653006702661514 0:0.08169198036193848 10:0.08062539994716644 2:0.07776544988155365 8:0.07630381733179092 9:0.07610739767551422 6:0.07301000505685806 3:0.07035243511199951 12:0.07020150125026703 7:0.06985586881637573 1:0.06382239609956741 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,4:0.08041775226593018 5:0.08041363209486008 11:0.08040540665388107 0:0.07966886460781097 10:0.07934736460447311 2:0.07826465368270874 8:0.07759438455104828 9:0.07749856263399124 6:0.07580772042274475 3:0.07408202439546585 12:0.07397659122943878 7:0.0737321600317955 1:0.06879087537527084 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08151249587535858 5:0.08138934522867203 4:0.08125196397304535 0:0.07891179621219635 10:0.07844734191894531 2:0.07723107188940048 8:0.0766153484582901 9:0.07653257250785828 6:0.07522095739841461 3:0.07406546175479889 12:0.07399842143058777 7:0.07384420931339264 1:0.07097901403903961 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08027392625808716 5:0.08018230646848679 4:0.08008027821779251 0:0.07836153358221054 10:0.07802316546440125 2:0.07713648676872253 8:0.07668720185756683 9:0.07662684470415115 6:0.07567261904478073 3:0.07483832538127899 12:0.07479026168584824 7:0.07467983663082123 1:0.07264722138643265 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08070267736911774 5:0.08059609681367874 4:0.08047740906476974 0:0.07849705964326859 10:0.0781155377626419 2:0.07712770253419876 8:0.07663372904062271 9:0.07656760513782501 6:0.07551877200603485 3:0.07459747791290283 12:0.07454439997673035 7:0.07442249357700348 1:0.07219903916120529 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08030061423778534 5:0.08020661771297455 4:0.08010149747133255 0:0.07831298559904099 10:0.07796580344438553 2:0.07706952095031738 8:0.07662305235862732 9:0.07656341046094894 6:0.07563359290361404 3:0.07484297454357147 12:0.074798084795475 7:0.07469529658555984 1:0.07288654148578644 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07867778092622757 5:0.07864616811275482 4:0.07860956341028214 0:0.07782936096191406 10:0.07765146344900131 2:0.07715968787670135 8:0.07689866423606873 9:0.07686298340559006 6:0.07627905160188675 3:0.07574337720870972 12:0.07571196556091309 7:0.07563967257738113 1:0.07429026812314987 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08084135502576828 5:0.08072837442159653 4:0.08060247451066971 0:0.07851018011569977 10:0.07811080664396286 2:0.07708293944597244 8:0.07657083868980408 9:0.07650237530469894 6:0.07543548941612244 3:0.07452589273452759 12:0.07447417825460434 7:0.07435574382543564 1:0.07225935161113739 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.0808601900935173 5:0.08077144622802734 4:0.08067090809345245 0:0.0787750855088234 10:0.07837124913930893 2:0.07728248834609985 8:0.07671838253736496 9:0.07664214074611664 6:0.07542836666107178 3:0.07436612993478775 12:0.0743052214384079 7:0.07416550815105438 1:0.07164289057254791 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07964766025543213 5:0.07957584410905838 4:0.07949519902467728 0:0.0780816376209259 10:0.07780032604932785 2:0.07706774771213531 8:0.07670052349567413 9:0.07665138691663742 6:0.07588184624910355 3:0.0752241313457489 12:0.07518670707941055 7:0.07510095089673996 1:0.07358603924512863 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07886844873428345 5:0.07882009446620941 4:0.07876554131507874 0:0.07777911424636841 10:0.07757750153541565 2:0.07704661041498184 8:0.0767776370048523 9:0.0767415314912796 6:0.07617554813623428 3:0.07569213211536407 12:0.07566463202238083 7:0.07560163736343384 1:0.07448957115411758 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07935730367898941 5:0.0792815238237381 4:0.07919781655073166 0:0.07787957042455673 10:0.07763750851154327 2:0.07702014595270157 8:0.07671436667442322 9:0.07667351514101028 6:0.07602827996015549 3:0.07546119391918182 12:0.07542846351861954 7:0.07535328716039658 1:0.07396702468395233 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07894456386566162 5:0.07888191938400269 4:0.07881256192922592 0:0.07770894467830658 10:0.07750597596168518 2:0.07699021697044373 8:0.07673626393079758 9:0.07670242339372635 6:0.07617103308439255 3:0.07571015506982803 12:0.07568375021219254 7:0.07562317699193954 1:0.0745290219783783 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.079713374376297 5:0.07964086532592773 4:0.0795593336224556 0:0.07811874151229858 10:0.07782991975545883 2:0.07707586139440536 8:0.07669719308614731 9:0.07664651423692703 6:0.07585340738296509 3:0.07517720013856888 12:0.07513877004384995 7:0.0750507190823555 1:0.07349809259176254 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.0794321596622467 5:0.07935730367898941 4:0.07927431911230087 0:0.07793252170085907 10:0.07768016308546066 2:0.07703200727701187 8:0.07670976966619492 9:0.07666672766208649 6:0.07598894834518433 3:0.07539942115545273 12:0.0753655806183815 7:0.07528790831565857 1:0.07387316972017288 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,4:0.08167723566293716 5:0.08157569169998169 11:0.08147218823432922 0:0.08136813342571259 10:0.08091456443071365 2:0.07926243543624878 8:0.07820995897054672 9:0.07805872708559036 6:0.0753822773694992 3:0.07267991453409195 12:0.07251584529876709 7:0.07213601469993591 1:0.06474701315164566 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08052480965852737 5:0.08043443411588669 4:0.08033251762390137 0:0.07849593460559845 10:0.0781220868229866 2:0.07714031636714935 8:0.07664468884468079 9:0.07657825946807861 6:0.07553800940513611 3:0.0746510773897171 12:0.0746006891131401 7:0.07448527216911316 1:0.07245190441608429 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08117463439702988 5:0.08105471730232239 4:0.08092106878757477 0:0.07868926972150803 10:0.07826151698827744 2:0.07715338468551636 8:0.07659675925970078 9:0.07652204483747482 6:0.0753394290804863 3:0.07430273294448853 12:0.07424312829971313 7:0.0741063803434372 1:0.0716349333524704 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08046175539493561 5:0.08038254827260971 4:0.0802927240729332 0:0.0785893052816391 10:0.07822398841381073 2:0.07723869383335114 8:0.07672801613807678 9:0.07665901631116867 6:0.0755680501461029 3:0.07462365180253983 12:0.07456964999437332 7:0.07444580644369125 1:0.07221679389476776 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08325529843568802 5:0.08310841768980026 4:0.08294160664081573 0:0.07979625463485718 10:0.079135462641716 2:0.07738284021615982 8:0.07649091631174088 9:0.07637105882167816 6:0.07448665797710419 3:0.07286874204874039 12:0.07277651131153107 7:0.07256513088941574 1:0.06882110238075256 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07940751314163208 5:0.07934308052062988 4:0.07927066087722778 0:0.07799271494150162 10:0.077736496925354 2:0.07706518471240997 8:0.07672611624002457 9:0.07668063789606094 6:0.07596918195486069 3:0.07536305487155914 12:0.07532867044210434 7:0.07524994760751724 1:0.07386675477027893 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,0:0.07785630971193314 10:0.07779152691364288 4:0.07764459401369095 5:0.0775970071554184 11:0.07755028456449509 2:0.07749643921852112 8:0.07728740572929382 9:0.07725665718317032 6:0.07670693844556808 3:0.07615150511264801 12:0.0761178657412529 7:0.07604007422924042 1:0.07450339198112488 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08530791848897934 5:0.08507915586233139 4:0.08482316881418228 0:0.08043208718299866 10:0.07957031577825546 2:0.07733244448900223 8:0.0762103721499443 9:0.07606019079685211 6:0.07371923327445984 3:0.07172562181949615 12:0.07161235064268112 7:0.07135295122861862 1:0.06677418202161789 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08038335293531418 5:0.08028046786785126 4:0.0801662728190422 0:0.07831256836652756 10:0.07796572893857956 2:0.07707733660936356 8:0.07663644850254059 9:0.07657749950885773 6:0.07564404606819153 3:0.074823297560215 12:0.07477599382400513 7:0.07466737926006317 1:0.07268960773944855 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07993695884943008 5:0.07984188944101334 4:0.07973697036504745 0:0.07809481024742126 10:0.07779475301504135 2:0.07703223079442978 8:0.07665608823299408 9:0.0766059160232544 6:0.07581500709056854 3:0.07512159645557404 12:0.07508157938718796 7:0.07498961687088013 1:0.073292575776577 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08082069456577301 5:0.08071229606866837 4:0.08059108257293701 0:0.07852966338396072 10:0.07812996953725815 2:0.07709704339504242 8:0.0765816941857338 9:0.07651280611753464 6:0.07543700188398361 3:0.07451986521482468 12:0.07446778565645218 7:0.0743485614657402 1:0.07225154340267181 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,0:0.07904678583145142 10:0.07898073643445969 2:0.07848049700260162 4:0.07816562056541443 8:0.07806292921304703 5:0.07804751396179199 9:0.07799921929836273 11:0.07793530076742172 6:0.07676899433135986 3:0.07538570463657379 12:0.07529833167791367 7:0.07509464025497437 1:0.07073371857404709 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08012079447507858 5:0.08003360778093338 4:0.07993625104427338 0:0.07828719168901443 10:0.07796669006347656 2:0.0771297886967659 8:0.07670553773641586 9:0.07664837688207626 6:0.07573889195919037 3:0.07493386417627335 12:0.07488735765218735 7:0.07478058338165283 1:0.07283105701208115 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08904965966939926 5:0.08867993205785751 4:0.08826816082000732 0:0.08151108026504517 10:0.08025069534778595 2:0.07707298547029495 8:0.07553274929523468 9:0.07532928138971329 6:0.07221883535385132 3:0.06966623663902283 12:0.06952396035194397 7:0.06919915229082108 1:0.06369727849960327 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07960646599531174 5:0.0795244351029396 4:0.07943353056907654 0:0.07797561585903168 10:0.07770553976297379 2:0.07701738178730011 8:0.0766778364777565 9:0.07663256675004959 6:0.07592184096574783 3:0.07530645281076431 12:0.07527123391628265 7:0.075190469622612 1:0.07373663783073425 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07975520193576813 5:0.07966960221529007 4:0.07957473397254944 0:0.07804571092128754 10:0.07775910198688507 2:0.07702586054801941 8:0.07666303962469101 9:0.07661467790603638 6:0.07585909962654114 3:0.07521086186170578 12:0.07517385482788086 7:0.0750889778137207 1:0.07355927675962448 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07854054868221283 5:0.07853309065103531 4:0.07852298766374588 0:0.07806888967752457 10:0.0779213085770607 2:0.07745109498500824 8:0.07717011868953705 9:0.0771302580833435 6:0.0764215886592865 3:0.07568765431642532 12:0.07564253360033035 7:0.0755377933382988 1:0.07337212562561035 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08154162764549255 5:0.08149159699678421 4:0.08143185079097748 0:0.07980502396821976 10:0.07935937494039536 2:0.07801710814237595 8:0.07724758982658386 9:0.07713993638753891 6:0.07531551271677017 3:0.07355040311813354 12:0.07344485074281693 7:0.07320111244916916 1:0.06845401972532272 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08103028684854507 5:0.08089897781610489 4:0.08075399696826935 0:0.07848761975765228 10:0.07807569205760956 2:0.07703704386949539 8:0.0765288844704628 9:0.07646125555038452 6:0.07540398836135864 3:0.07448723912239075 12:0.07443439215421677 7:0.07431299239397049 1:0.07208763808012009 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07971814274787903 5:0.07962818443775177 4:0.07952887564897537 0:0.07798123359680176 10:0.07770189642906189 2:0.07699847966432571 8:0.07665505260229111 9:0.07660938799381256 6:0.07589220255613327 3:0.07526713609695435 12:0.0752311572432518 7:0.07514853775501251 1:0.07363972812891006 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.0800856500864029 5:0.07999441027641296 4:0.07989303767681122 0:0.07822395861148834 10:0.07790395617485046 2:0.07707688212394714 8:0.07666376978158951 9:0.07660853862762451 6:0.07573973387479782 3:0.07498642057180405 12:0.07494319975376129 7:0.07484397292137146 1:0.07303647696971893 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07931875437498093 5:0.07925757020711899 4:0.07918897271156311 0:0.0779828354716301 10:0.07773829251527786 2:0.07709184288978577 8:0.07676272839307785 9:0.07671848684549332 6:0.0760185495018959 3:0.07540987432003021 12:0.07537498325109482 7:0.07529491186141968 1:0.07384220510721207 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.080870620906353 5:0.08075163513422012 4:0.08062030375003815 0:0.07854273915290833 10:0.07815557718276978 2:0.07715796679258347 8:0.07665769010782242 9:0.07659047096967697 6:0.07551035284996033 3:0.07452905923128128 12:0.07447141408920288 7:0.07433855533599854 1:0.07180361449718475 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07969176024198532 5:0.07960937917232513 4:0.07951804250478745 0:0.07803952693939209 10:0.07776134461164474 2:0.07704681903123856 8:0.076691634953022 9:0.0766441822052002 6:0.07589532434940338 3:0.07524130493402481 12:0.07520369440317154 7:0.075117327272892 1:0.07353965193033218 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08002448827028275 5:0.07992389053106308 4:0.07981300354003906 0:0.07809850573539734 10:0.0777902752161026 2:0.07701388001441956 8:0.07663419842720032 9:0.07658366113901138 6:0.07578747719526291 3:0.075088270008564 12:0.07504785060882568 7:0.07495494931936264 1:0.07323954999446869 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08028240501880646 5:0.08017433434724808 4:0.08005495369434357 0:0.07818973809480667 10:0.07785238325595856 2:0.07700182497501373 8:0.0765850841999054 9:0.0765296071767807 6:0.0756673812866211 3:0.07492931187152863 12:0.07488715648651123 7:0.07479052990674973 1:0.07305529713630676 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.07930798083543777 5:0.07924827933311462 4:0.07918105274438858 0:0.07797936350107193 10:0.07773654162883759 2:0.07709679752588272 8:0.0767718255519867 9:0.07672808319330215 6:0.07603058964014053 3:0.07541535049676895 12:0.07537990063428879 7:0.07529851049184799 1:0.07382572442293167 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
12,11:0.08021607249975204 5:0.08013755828142166 4:0.08004888892173767 0:0.07842545211315155 10:0.07808942347764969 2:0.07719771564006805 8:0.0767415463924408 9:0.07667997479438782 6:0.07569678127765656 3:0.07482411712408066 12:0.07477345317602158 7:0.07465696334838867 1:0.07251206785440445 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0 0:0.0
